,unified_id,ident,gps_code,latitude_deg,longitude_deg,timezone
41845,KR-0860,KR-0860,,37.529329,126.924943,Asia/Seoul
41846,KR-0861,KR-0861,,37.517573,126.902626,Asia/Seoul
41847,KR-0862,KR-0862,,37.515109,126.89971,Asia/Seoul
41848,KR-0863,KR-0863,,37.514465,126.898641,Asia/Seoul
41849,KR-0864,KR-0864,,37.517657,126.899565,Asia/Seoul
41850,KR-0865,KR-0865,,37.537474,126.892669,Asia/Seoul
41851,KR-0866,KR-0866,,37.537,126.882065,Asia/Seoul
41852,KR-0867,KR-0867,,37.536652,126.880968,Asia/Seoul
41853,KR-0868,KR-0868,,37.536191,126.877869,Asia/Seoul
41854,KR-0869,KR-0869,,37.536221,126.891843,Asia/Seoul
41855,KR-0870,KR-0870,,37.525831,126.888124,Asia/Seoul
41856,KR-0871,KR-0871,,37.530808,126.898693,Asia/Seoul
41857,KR-0872,KR-0872,,37.519658,126.938644,Asia/Seoul
41858,KR-0873,KR-0873,,37.528266,126.875566,Asia/Seoul
41859,KR-0874,KR-0874,,37.528358,126.874963,Asia/Seoul
41860,KR-0875,KR-0875,,37.529116,126.873329,Asia/Seoul
41861,KR-0876,KR-0876,,37.529572,126.871444,Asia/Seoul
41862,KR-0877,KR-0877,,37.527844,126.871727,Asia/Seoul
41863,KR-0878,KR-0878,,37.527563,126.871505,Asia/Seoul
41864,KR-0879,KR-0879,,37.5272,126.871413,Asia/Seoul
41865,KR-0880,KR-0880,,37.525782,126.871123,Asia/Seoul
41866,KR-0881,KR-0881,,37.524952,126.870707,Asia/Seoul
41867,KR-0882,KR-0882,,37.522553,126.870131,Asia/Seoul
41868,KR-0883,KR-0883,,37.521525,126.870348,Asia/Seoul
41869,KR-0884,KR-0884,,37.527385,126.875342,Asia/Seoul
41870,KR-0885,KR-0885,,37.516164,126.862504,Asia/Seoul
41871,KR-0886,KR-0886,,37.508277,126.888493,Asia/Seoul
41872,KR-0887,KR-0887,,37.507924,126.890202,Asia/Seoul
41873,KR-0888,KR-0888,,37.505597,126.891411,Asia/Seoul
41874,KR-0889,KR-0889,,37.500545,126.889823,Asia/Seoul
41875,KR-0890,KR-0890,,37.5001,126.891913,Asia/Seoul
41876,KR-0891,KR-0891,,37.48539,126.894901,Asia/Seoul
41877,KR-0892,KR-0892,,37.485879,126.89758,Asia/Seoul
41878,KR-0893,KR-0893,,37.48674,126.895891,Asia/Seoul
41879,KR-0894,KR-0894,,37.487166,126.895024,Asia/Seoul
41880,KR-0895,KR-0895,,37.4873,126.894422,Asia/Seoul
41881,KR-0896,KR-0896,,37.484798,126.896419,Asia/Seoul
41882,KR-0897,KR-0897,,37.484428,126.899192,Asia/Seoul
41883,KR-0898,KR-0898,,37.483472,126.895307,Asia/Seoul
41884,KR-0899,KR-0899,,37.483458,126.896467,Asia/Seoul
41885,KR-0900,KR-0900,,37.482542,126.894383,Asia/Seoul
41886,KR-0901,KR-0901,,37.482319,126.89504,Asia/Seoul
41887,KR-0902,KR-0902,,37.481376,126.895295,Asia/Seoul
41888,KR-0903,KR-0903,,37.481454,126.893173,Asia/Seoul
41889,KR-0904,KR-0904,,37.481051,126.892573,Asia/Seoul
41890,KR-0905,KR-0905,,37.48165,126.883703,Asia/Seoul
41891,KR-0906,KR-0906,,37.481148,126.886353,Asia/Seoul
41892,KR-0907,KR-0907,,37.480451,126.884263,Asia/Seoul
41893,KR-0908,KR-0908,,37.479373,126.884687,Asia/Seoul
41894,KR-0909,KR-0909,,37.479494,126.887648,Asia/Seoul
41895,KR-0910,KR-0910,,37.478944,126.885996,Asia/Seoul
41896,KR-0911,KR-0911,,37.477938,126.885644,Asia/Seoul
41897,KR-0912,KR-0912,,37.476809,126.885791,Asia/Seoul
41898,KR-0913,KR-0913,,37.476173,126.886198,Asia/Seoul
41899,KR-0914,KR-0914,,37.485568,126.877308,Asia/Seoul
41900,KR-0915,KR-0915,,37.484508,126.878047,Asia/Seoul
41901,KR-0916,KR-0916,,37.484526,126.878779,Asia/Seoul
41902,KR-0917,KR-0917,,37.48452,126.880602,Asia/Seoul
41903,KR-0918,KR-0918,,37.478743,126.878464,Asia/Seoul
41904,KR-0919,KR-0919,,37.472894,126.88116,Asia/Seoul
41905,KR-0920,KR-0920,,37.470444,126.884958,Asia/Seoul
41906,KR-0921,KR-0921,,37.469519,126.884334,Asia/Seoul
41907,KR-0922,KR-0922,,37.465689,126.887605,Asia/Seoul
41908,KR-0923,KR-0923,,37.467744,126.886516,Asia/Seoul
41909,KR-0924,KR-0924,,37.468412,126.886218,Asia/Seoul
41910,KR-0925,KR-0925,,37.468808,126.887503,Asia/Seoul
41911,KR-0926,KR-0926,,37.473604,126.885505,Asia/Seoul
41912,KR-0927,KR-0927,,37.475566,126.881924,Asia/Seoul
41913,KR-0928,KR-0928,,37.47666,126.881533,Asia/Seoul
41914,KR-0929,KR-0929,,37.477155,126.881911,Asia/Seoul
41915,KR-0930,KR-0930,,37.477339,126.881219,Asia/Seoul
41916,KR-0931,KR-0931,,37.477572,126.882254,Asia/Seoul
41917,KR-0932,KR-0932,,37.477386,126.883559,Asia/Seoul
41918,KR-0933,KR-0933,,37.478093,126.881395,Asia/Seoul
41919,KR-0934,KR-0934,,37.479143,126.883027,Asia/Seoul
41920,KR-0935,KR-0935,,37.4807,126.882166,Asia/Seoul
41921,KR-0936,KR-0936,,37.482155,126.881507,Asia/Seoul
41922,KR-0937,KR-0937,,37.482586,126.928776,Asia/Seoul
41923,KR-0938,KR-0938,,37.490865,126.923928,Asia/Seoul
41924,KR-0939,KR-0939,,37.490867,126.924968,Asia/Seoul
41925,KR-0940,KR-0940,,37.491104,126.923166,Asia/Seoul
41926,KR-0941,KR-0941,,37.491694,126.923229,Asia/Seoul
41927,KR-0942,KR-0942,,37.491636,126.924118,Asia/Seoul
41928,KR-0943,KR-0943,,37.491345,126.924801,Asia/Seoul
41929,KR-0944,KR-0944,,37.491169,126.925522,Asia/Seoul
41930,KR-0945,KR-0945,,37.49191,126.925167,Asia/Seoul
41931,KR-0946,KR-0946,,37.49246,126.925355,Asia/Seoul
41932,KR-0947,KR-0947,,37.492441,126.924298,Asia/Seoul
41933,KR-0948,KR-0948,,37.492405,126.923529,Asia/Seoul
41934,KR-0949,KR-0949,,37.492831,126.92354,Asia/Seoul
41935,KR-0950,KR-0950,,37.496625,126.920143,Asia/Seoul
41936,KR-0951,KR-0951,,37.487729,126.905989,Asia/Seoul
41937,KR-0952,KR-0952,,37.477764,127.043837,Asia/Seoul
41938,KR-0953,KR-0953,,37.477358,127.043779,Asia/Seoul
41939,KR-0954,KR-0954,,37.486369,127.051614,Asia/Seoul
41940,KR-0955,KR-0955,,37.48755,127.051535,Asia/Seoul
41941,KR-0956,KR-0956,,37.487645,127.052859,Asia/Seoul
41942,KR-0957,KR-0957,,37.488482,127.050705,Asia/Seoul
41943,KR-0958,KR-0958,,37.489216,127.052022,Asia/Seoul
41944,KR-0959,KR-0959,,37.48944,127.052907,Asia/Seoul
41945,KR-0960,KR-0960,,37.488936,127.053114,Asia/Seoul
41946,KR-0961,KR-0961,,37.48814,127.054339,Asia/Seoul
41947,KR-0962,KR-0962,,37.48991,127.053967,Asia/Seoul
41948,KR-0963,KR-0963,,37.488549,127.048704,Asia/Seoul
41949,KR-0964,KR-0964,,37.49223,127.055474,Asia/Seoul
41950,KR-0965,KR-0965,,37.50425,127.004665,Asia/Seoul
41951,KR-0966,KR-0966,,37.501963,127.004721,Asia/Seoul
41952,KR-0967,KR-0967,,37.502815,127.001996,Asia/Seoul
41953,KR-0968,KR-0968,,37.507964,127.012135,Asia/Seoul
41954,KR-0969,KR-0969,,37.499161,127.012965,Asia/Seoul
41955,KR-0970,KR-0970,,37.497758,127.013721,Asia/Seoul
41956,KR-0971,KR-0971,,37.496336,127.011901,Asia/Seoul
41957,KR-0972,KR-0972,,37.494398,127.026093,Asia/Seoul
41958,KR-0973,KR-0973,,37.495092,127.007779,Asia/Seoul
41959,KR-0974,KR-0974,,37.493986,127.028067,Asia/Seoul
41960,KR-0975,KR-0975,,37.494875,127.026723,Asia/Seoul
41961,KR-0976,KR-0976,,37.494963,127.028579,Asia/Seoul
41962,KR-0977,KR-0977,,37.495905,127.026312,Asia/Seoul
41963,KR-0978,KR-0978,,37.496595,127.025833,Asia/Seoul
41964,KR-0979,KR-0979,,37.496754,127.025053,Asia/Seoul
41965,KR-0980,KR-0980,,37.49669,127.02474,Asia/Seoul
41966,KR-0981,KR-0981,,37.496773,127.02725,Asia/Seoul
41967,KR-0982,KR-0982,,37.497411,127.024481,Asia/Seoul
41968,KR-0983,KR-0983,,37.498185,127.024376,Asia/Seoul
41969,KR-0984,KR-0984,,37.497154,127.027336,Asia/Seoul
41970,KR-0985,KR-0985,,37.497132,127.028677,Asia/Seoul
41971,KR-0986,KR-0986,,37.495233,127.029789,Asia/Seoul
41972,KR-0987,KR-0987,,37.491014,127.0301,Asia/Seoul
41973,KR-0988,KR-0988,,37.490424,127.030602,Asia/Seoul
41974,KR-0989,KR-0989,,37.491149,127.031478,Asia/Seoul
41975,KR-0990,KR-0990,,37.490862,127.031731,Asia/Seoul
41976,KR-0991,KR-0991,,37.490173,127.031932,Asia/Seoul
41977,KR-0992,KR-0992,,37.498424,127.030115,Asia/Seoul
41978,KR-0993,KR-0993,,37.497776,127.031205,Asia/Seoul
41979,KR-0994,KR-0994,,37.498907,127.031722,Asia/Seoul
41980,KR-0995,KR-0995,,37.499519,127.033327,Asia/Seoul
41981,KR-0996,KR-0996,,37.499608,127.033621,Asia/Seoul
41982,KR-0997,KR-0997,,37.500234,127.032844,Asia/Seoul
41983,KR-0998,KR-0998,,37.500547,127.034015,Asia/Seoul
41984,KR-0999,KR-0999,,37.499981,127.035229,Asia/Seoul
41985,KR-1000,KR-1000,,37.500456,127.036512,Asia/Seoul
41986,KR-1001,KR-1001,,37.499128,127.03836,Asia/Seoul
41987,KR-1002,KR-1002,,37.501733,127.037706,Asia/Seoul
41988,KR-1003,KR-1003,,37.502277,127.037376,Asia/Seoul
41989,KR-1004,KR-1004,,37.502555,127.040718,Asia/Seoul
41990,KR-1005,KR-1005,,37.503952,127.041729,Asia/Seoul
41991,KR-1006,KR-1006,,37.50318,127.041441,Asia/Seoul
41992,KR-1007,KR-1007,,37.501676,127.042819,Asia/Seoul
41993,KR-1008,KR-1008,,37.502663,127.04413,Asia/Seoul
41994,KR-1009,KR-1009,,37.503701,127.044441,Asia/Seoul
41995,KR-1010,KR-1010,,37.504153,127.04575,Asia/Seoul
41996,KR-1011,KR-1011,,37.503326,127.046448,Asia/Seoul
41997,KR-1012,KR-1012,,37.503363,127.046041,Asia/Seoul
41998,KR-1013,KR-1013,,37.504949,127.051272,Asia/Seoul
41999,KR-1014,KR-1014,,37.504387,127.051933,Asia/Seoul
42000,KR-1015,KR-1015,,37.505841,127.054237,Asia/Seoul
42001,KR-1016,KR-1016,,37.505633,127.053472,Asia/Seoul
42002,KR-1017,KR-1017,,37.506131,127.054697,Asia/Seoul
42003,KR-1018,KR-1018,,37.505816,127.056749,Asia/Seoul
42004,KR-1019,KR-1019,,37.506162,127.055721,Asia/Seoul
42005,KR-1020,KR-1020,,37.506615,127.057424,Asia/Seoul
42006,KR-1021,KR-1021,,37.506781,127.058035,Asia/Seoul
42007,KR-1022,KR-1022,,37.506896,127.059558,Asia/Seoul
42008,KR-1023,KR-1023,,37.507653,127.060675,Asia/Seoul
42009,KR-1024,KR-1024,,37.507836,127.055546,Asia/Seoul
42010,KR-1025,KR-1025,,37.509058,127.060908,Asia/Seoul
42011,KR-1026,KR-1026,,37.509734,127.061406,Asia/Seoul
42012,KR-1027,KR-1027,,37.510528,127.061171,Asia/Seoul
42013,KR-1028,KR-1028,,37.510348,127.058702,Asia/Seoul
42014,KR-1029,KR-1029,,37.511105,127.058288,Asia/Seoul
42015,KR-1030,KR-1030,,37.512815,127.057441,Asia/Seoul
42016,KR-1031,KR-1031,,37.513124,127.060107,Asia/Seoul
42017,KR-1032,KR-1032,,37.508118,127.062973,Asia/Seoul
42018,KR-1033,KR-1033,,37.512307,127.062407,Asia/Seoul
42019,KR-1034,KR-1034,,37.506569,127.065465,Asia/Seoul
42020,KR-1035,KR-1035,,37.519276,127.072611,Asia/Seoul
42021,KR-1036,KR-1036,,37.516131,127.09989,Asia/Seoul
42022,KR-1037,KR-1037,,37.557177,126.864106,Asia/Seoul
42023,KR-1038,KR-1038,,37.570771,126.972972,Asia/Seoul
42024,KR-1039,KR-1039,,37.569928,126.974113,Asia/Seoul
42025,KR-1040,KR-1040,,37.57008,126.973376,Asia/Seoul
42026,KR-1041,KR-1041,,37.569855,126.971998,Asia/Seoul
42027,KR-1042,KR-1042,,37.572425,126.972414,Asia/Seoul
42028,KR-1043,KR-1043,,37.655371,126.774511,Asia/Seoul
42029,KR-1044,KR-1044,,37.656223,126.776082,Asia/Seoul
42030,KR-1045,KR-1045,,37.656671,126.77426,Asia/Seoul
42031,KR-1046,KR-1046,,37.656046,126.770406,Asia/Seoul
42032,KR-1047,KR-1047,,37.655211,126.771408,Asia/Seoul
42033,KR-1048,KR-1048,,37.653867,126.770824,Asia/Seoul
42034,KR-1049,KR-1049,,37.656479,126.769518,Asia/Seoul
42035,KR-1050,KR-1050,,37.659345,126.767287,Asia/Seoul
42036,KR-1051,KR-1051,,36.362345,127.403788,Asia/Seoul
42037,KR-1052,KR-1052,,35.660225,128.386327,Asia/Seoul
42038,KR-1053,KR-1053,,35.08788,126.02924,Asia/Seoul
42039,KR-1054,KR-1054,,35.12858,128.66355,Asia/Seoul
42040,KR-1055,KR-1055,,34.61128,127.20563,Asia/Seoul
42041,KR-1056,KR-1056,,35.88025,127.01474,Asia/Seoul
42042,KR-1057,KR-1057,,35.45041,127.43346,Asia/Seoul
42043,KR-1058,KR-1058,,35.27741,126.75491,Asia/Seoul
42044,KR-1059,KR-1059,,37.759939,126.797225,Asia/Seoul
42045,KR-1060,KR-1060,,37.527,126.92802,Asia/Seoul
42046,KR-1061,KR-1061,,37.524115,127.057306,Asia/Seoul
42047,KR-1062,KR-1062,,37.523689,127.058087,Asia/Seoul
42048,KR-1063,KR-1063,,37.51849,127.05875,Asia/Seoul
42049,KR-1064,KR-1064,,37.51837,127.05959,Asia/Seoul
42050,KR-1065,KR-1065,,37.51763,127.05921,Asia/Seoul
42051,KR-1066,KR-1066,,37.51476,127.10739,Asia/Seoul
42052,KR-1067,KR-1067,,37.511487,127.094505,Asia/Seoul
42053,KR-1068,KR-1068,,37.5107,127.09398,Asia/Seoul
42054,KR-1069,KR-1069,,35.17235,129.12731,Asia/Seoul
42055,KR-1070,KR-1070,,37.51059,127.02213,Asia/Seoul
42056,KR-1071,KR-1071,,37.498067,127.025937,Asia/Seoul
42057,KR-1072,KR-1072,,38.12855,126.9739,Asia/Seoul
42058,KR-1073,KR-1073,,35.606398,126.285405,Asia/Seoul
42059,KR-1074,KR-1074,,34.95464,128.71675,Asia/Seoul
42060,KR-1075,KR-1075,,35.01531,128.77031,Asia/Seoul
42061,KR-1076,KR-1076,,36.5467,128.70081,Asia/Seoul
42062,KR-1077,KR-1077,,35.52038,129.42809,Asia/Seoul
42063,KR-1078,KR-1078,,35.23724,128.64582,Asia/Seoul
42064,KR-1079,KR-1079,,35.19922,128.70744,Asia/Seoul
42065,KR-1080,KR-1080,,38.142117,128.598318,Asia/Seoul
42066,KR-1081,KR-1081,,36.599006,126.241224,Asia/Seoul
42067,KR-1082,KR-1082,,36.592826,126.242258,Asia/Seoul
42068,KR-1084,KR-1084,,37.17228,126.107618,Asia/Seoul
42069,KR-1085,KR-1085,,36.111099,127.103996,Asia/Seoul
42070,KR-1086,KR-1086,,36.179211,127.83582,Asia/Seoul
42071,KR-1087,KR-1087,,37.6437,127.149002,Asia/Seoul
42072,KR-1088,KR-1088,,38.022685,126.971534,Asia/Seoul
42073,KR-1089,KR-1089,,38.025626,127.11106,Asia/Seoul
42074,KR-1090,KR-1090,,38.198715,127.222849,Asia/Seoul
42075,KR-1091,KR-1091,,35.8493,129.222908,Asia/Seoul
42076,KR-1092,KR-1092,,35.257854,128.625328,Asia/Seoul
42077,KR-1093,KR-1093,,37.883801,127.718002,Asia/Seoul
42078,KR-1094,KR-1094,,37.524969,126.7907,Asia/Seoul
42079,KR-1095,KR-1095,,37.901432,126.735642,Asia/Seoul
42080,KR-1096,KR-1096,,37.453901,127.973299,Asia/Seoul
42081,KR-1097,KR-1097,,35.876108,127.132562,Asia/Seoul
42082,KR-1098,KR-1098,,37.834088,126.815499,Asia/Seoul
42083,KR-1099,KR-1099,,37.534288,126.690439,Asia/Seoul
42084,KR-1100,KR-1100,,37.779725,126.785276,Asia/Seoul
42085,KR-1101,KR-1101,,38.240995,127.108458,Asia/Seoul
42086,KR-1102,KR-1102,,37.51673,127.227945,Asia/Seoul
42087,KR-1103,KR-1103,,37.389105,127.954156,Asia/Seoul
42088,KR-1104,KR-1104,,37.748564,126.824606,Asia/Seoul
42089,KR-1105,KR-1105,,37.792728,126.845516,Asia/Seoul
42090,KR-1106,KR-1106,,36.316327,127.361712,Asia/Seoul
42091,KR-1107,KR-1107,,37.454301,129.14551,Asia/Seoul
42092,KR-1108,KR-1108,,36.983933,127.196856,Asia/Seoul
42093,KR47,KR47,KR47,41.102526,-84.05443,America/New_York
42094,KR49,KR49,KR49,48.71819,-118.656491,America/Los_Angeles
42095,KRAC,KRAC,KRAC,42.7606010437,-87.8152008057,America/Chicago
42096,KRAL,KRAL,KRAL,33.9519,-117.445,America/Los_Angeles
42097,KRAP,KRAP,KRAP,44.0452995300293,-103.05699920654295,America/Denver
42098,KRAS,KRAS,KRAS,27.8118,-97.088799,America/Chicago
42099,KRAW,KRAW,KRAW,38.346901,-93.345398,America/Chicago
42100,KRBD,KRBD,KRBD,32.6809005737,-96.8682022095,America/Chicago
42101,KRBE,KRBE,KRBE,42.569698,-99.568398,America/Chicago
42102,KRBG,KRBG,KRBG,43.2388000488,-123.356002808,America/Los_Angeles
42103,KRBL,KRBL,KRBL,40.1506996155,-122.251998901,America/Los_Angeles
42104,KRBM,KRBM,KRBM,34.847656,-92.29949,America/Chicago
42105,KRBO,KRBO,KRBO,27.778103,-97.690098,America/Chicago
42106,KRBW,KRBW,KRBW,32.921001434299995,-80.6406021118,America/New_York
42107,KRCA,KRCA,KRCA,44.14500046,-103.1039963,America/Denver
42108,KRCK,KRCK,KRCK,30.6315994263,-96.9897003174,America/Chicago
42109,KRCM,KRCM,KRCM,38.784199,-93.802902,America/Chicago
42110,KRCP,KRCP,KRCP,39.346592,-99.304649,America/Chicago
42111,KRCR,KRCR,KRCR,41.0656013489,-86.18170166019999,America/Indiana/Indianapolis
42112,KRCT,KRCT,MI31,43.901755,-85.51604,America/Detroit
42113,KRCX,KRCX,KRCX,45.496799,-91.000504,America/Chicago
42114,KRCZ,KRCZ,KRCZ,34.8913,-79.759598,America/New_York
42115,KRDD,KRDD,KRDD,40.50899887,-122.2929993,America/Los_Angeles
42116,KRDG,KRDG,KRDG,40.378502,-75.965202,America/New_York
42117,KRDK,KRDK,KRDK,41.010502,-95.259903,America/Chicago
42118,KRDM,KRDM,KRDM,44.254101,-121.150002,America/Los_Angeles
42119,KRDR,KRDR,KRDR,47.961101532,-97.4011993408,America/Chicago
42120,KRDU,KRDU,KRDU,35.878659,-78.7873,America/New_York
42121,KRED,KRED,KRED,45.184579,-109.257746,America/Denver
42122,KREI,KREI,KREI,34.08530044555664,-117.14600372314452,America/Los_Angeles
42123,KREO,KREO,KREO,42.5777015686,-117.885002136,America/Boise
42124,KRFD,KRFD,KRFD,42.1954,-89.097198,America/Chicago
42125,KRFG,KRFG,KRFG,28.2936,-97.322998,America/Chicago
42126,KRFI,KRFI,KRFI,32.141701,-94.8517,America/Chicago
42127,KRGK,KRGK,KRGK,44.589401,-92.485001,America/Chicago
42128,KRHI,KRHI,KRHI,45.63119888305664,-89.46749877929688,America/Chicago
42129,KRHP,KRHP,KRHP,35.195202,-83.862999,America/New_York
42130,KRHV,KRHV,KRHV,37.332901,-121.819,America/Los_Angeles
42131,KRIC,KRIC,KRIC,37.505199,-77.319702,America/New_York
42132,KRID,KRID,KRID,39.757198,-84.842796,America/Indiana/Indianapolis
42133,KRIF,KRIF,KRIF,38.734068,-112.101603,America/Denver
42134,KRIL,KRIL,KRIL,39.526299,-107.726997,America/Denver
42135,KRIR,KRIR,KRIR,33.9897,-117.411003,America/Los_Angeles
42136,KRIU,KRIU,KRIU,38.486755,-121.102822,America/Los_Angeles
42137,KRIV,KRIV,KRIV,33.880699,-117.259003,America/Los_Angeles
42138,KRIW,KRIW,KRIW,43.064201,-108.459999,America/Denver
42139,KRJD,KRJD,KRJD,38.9701,-75.866302,America/New_York
42140,KRK1,KRK1,,69.676796,-146.900227,America/Anchorage
42141,KRKD,KRKD,KRKD,44.060101,-69.099197,America/New_York
42142,KRKP,KRKP,KRKP,28.0867996216,-97.0446014404,America/Chicago
42143,KRKR,KRKR,KRKR,35.021599,-94.6213,America/Chicago
42144,KRKS,KRKS,KRKS,41.5942,-109.065001,America/Denver
42145,KRKW,KRKW,KRKW,35.9222984314,-84.6896972656,America/Chicago
42146,KRLD,KRLD,KRLD,46.305599,-119.304001,America/Los_Angeles
42147,KRME,KRME,KRME,43.23379898,-75.40699768,America/New_York
42148,KRMG,KRMG,KRMG,34.3506011963,-85.15799713130001,America/New_York
42149,KRMN,KRMN,KRMN,38.398102,-77.455498,America/New_York
42150,KRMY,KRMY,KRMY,42.251202,-84.955498,America/Detroit
42151,KRNC,KRNC,KRNC,35.69869995,-85.84380341,America/Chicago
42152,KRND,KRND,KRND,29.529699,-98.2789,America/Chicago
42153,KRNH,KRNH,KRNH,45.1483,-92.538101,America/Chicago
42154,KRNM,KRNM,KRNM,33.0392,-116.915001,America/Los_Angeles
42155,KRNO,KRNO,KRNO,39.4991,-119.767998,America/Los_Angeles
42156,KRNP,KRNP,KRNP,42.993000030518,-84.138900756836,America/Detroit
42157,KRNT,KRNT,KRNT,47.4930992126,-122.216003418,America/Los_Angeles
42158,KRNV,KRNV,KRNV,33.761101,-90.757896,America/Chicago
42159,KROA,KROA,KROA,37.3255,-79.975403,America/New_York
42160,KROC,KROC,KROC,43.1189,-77.672401,America/New_York
42161,KROG,KROG,KROG,36.37229919,-94.10690308,America/Chicago
42162,KROS,KROS,KROS,45.698002,-92.953003,America/Chicago
42163,KROW,KROW,KROW,33.301601,-104.530998,America/Denver
42164,KROX,KROX,KROX,48.855999,-95.696999,America/Chicago
42165,KRPB,KRPB,KRPB,39.817902,-97.659599,America/Chicago
42166,KRPD,KRPD,KRPD,45.423024,-91.773127,America/Chicago
42167,KRPH,KRPH,KRPH,33.110198974609,-98.555297851562,America/Chicago
42168,KRPJ,KRPJ,KRPJ,41.893002,-89.0783,America/Chicago
42169,KRPX,KRPX,KRPX,46.475095,-108.541497,America/Denver
42170,KRQB,KRQB,KRQB,43.7225990295,-85.50409698490002,America/Detroit
42171,KRQE,KRQE,KRQE,35.652099609375,-109.06700134277344,America/Denver
42172,KRQO,KRQO,KRQO,35.472698,-98.005798,America/Chicago
42173,KRRL,KRRL,KRRL,45.198898,-89.712898,America/Chicago
42174,KRRQ,KRRQ,KRRQ,43.45220184326172,-96.17980194091795,America/Chicago
42175,KRRT,KRRT,KRRT,48.94139862,-95.3483963,America/Chicago
42176,KRSL,KRSL,KRSL,38.872100830078,-98.811798095703,America/Chicago
42177,KRSN,KRSN,KRSN,32.514187,-92.588517,America/Chicago
42178,KRST,KRST,KRST,43.908298,-92.5,America/Chicago
42179,KRSV,KRSV,KRSV,39.015999,-87.649803,America/Chicago
42180,KRSW,KRSW,KRSW,26.534685,-81.752816,America/New_York
42181,KRTN,KRTN,KRTN,36.741501,-104.501999,America/Denver
42182,KRUE,KRUE,KRUE,35.259102,-93.0933,America/Chicago
42183,KRUG,KRUG,KRUG,48.3904,-100.024002,America/Chicago
42184,KRUQ,KRUQ,KRUQ,35.645901,-80.520302,America/New_York
42185,KRUT,KRUT,KRUT,43.5294,-72.9496,America/New_York
42186,KRVJ,KRVJ,KRVJ,32.0595,-82.153777,America/New_York
42187,KRVL,KRVL,KRVL,40.6773986816,-77.6268005371,America/New_York
42188,KRVN,KRVN,KRVN,36.4576,-82.885002,America/New_York
42189,KRVS,KRVS,KRVS,36.0396,-95.984596,America/Chicago
42190,KRWF,KRWF,KRWF,44.547199,-95.082298,America/Chicago
42191,KRWI,KRWI,KRWI,35.8563,-77.891899,America/New_York
42192,KRWL,KRWL,KRWL,41.80559921,-107.1999969,America/Denver
42193,KRWN,KRWN,KRWN,41.092209,-86.613357,America/Indiana/Winamac
42194,KRWV,KRWV,KRWV,30.515499,-96.704102,America/Chicago
42195,KRXE,KRXE,KRXE,43.8339,-111.805002,America/Boise
42196,KRYM,KRYM,KRYM,46.091202,-94.360497,America/Chicago
42197,KRYN,KRYN,KRYN,32.1422004699707,-111.1750030517578,America/Phoenix
42198,KRYV,KRYV,KRYV,43.169601,-88.723198,America/Chicago
42199,KRYW,KRYW,KRYW,30.4986,-97.969498,America/Chicago
42200,KRYY,KRYY,KRYY,34.01316,-84.59721,America/New_York
42201,KRZL,KRZL,KRZL,40.9478988647,-87.1826019287,America/Chicago
42202,KRZN,KRZN,KRZN,45.822701,-92.372498,America/Chicago
42203,KRZR,KRZR,KRZR,35.211497,-84.799769,America/New_York
42204,KRZT,KRZT,KRZT,39.440399,-83.023102,America/New_York
42205,KS01,KS01,KS01,48.16859817504883,-111.97599792480467,America/Denver
42206,KS03,KS03,,42.190265,-122.660648,America/Los_Angeles
42207,KS05,KS05,S05,43.08649826,-124.4079971,America/Los_Angeles
42208,KS10,KS10,KS10,47.866001,-119.943001,America/Los_Angeles
42209,KS12,KS12,S12,44.637798309326,-123.05899810791,America/Los_Angeles
42210,KS17,KS17,S17,33.645699,-81.867104,America/New_York
42211,KS19,KS19,,33.9081,-82.266899,America/New_York
42212,KS20,KS20,KS20,45.83209991455078,-120.84500122070312,America/Los_Angeles
42213,KS21,KS21,KS21,43.876301,-121.453003,America/Los_Angeles
42214,KS23,KS23,S23,48.708099,-117.413002,America/Los_Angeles
42215,KS24,KS24,S24,41.2957,-83.037201,America/New_York
42216,KS25,KS25,KS25,47.79570007,-103.2539978,America/Chicago
42217,KS27,KS27,KS27,48.1786,-114.304001,America/Denver
42218,KS32,KS32,KS32,47.422798,-98.105904,America/Chicago
42219,KS33,KS33,KS33,44.67020035,-121.1549988,America/Los_Angeles
42220,KS34,KS34,KS34,47.473475,-114.907122,America/Denver
42221,KS36,KS36,,47.337102,-122.103996,America/Los_Angeles
42222,KS39,KS39,S39,44.286998748779,-120.90399932861,America/Los_Angeles
42223,KS40,KS40,KS40,46.21340179,-119.7910004,America/Los_Angeles
42224,KS42,KS42,KS42,36.331075,-104.618339,America/Denver
42225,KS45,KS45,S45,44.876899719238,-124.02899932861,America/Los_Angeles
42226,KS48,KS48,KS48,45.354400634765625,-122.26799774169922,America/Los_Angeles
42227,KS50,KS50,KS50,47.327702,-122.226997,America/Los_Angeles
42228,KS52,KS52,KS52,48.42490005493164,-120.14600372314452,America/Los_Angeles
42229,KS59,KS59,KS59,48.28379821777344,-115.48999786376952,America/Denver
42230,KS64,KS64,,47.147202,-110.230003,America/Denver
42231,KS67,KS67,KMAN,43.581299,-116.523003,America/Boise
42232,KS69,KS69,KS69,46.954399,-112.650002,America/Denver
42233,KS70,KS70,KS70,46.79489899,-119.0790024,America/Los_Angeles
42234,KS71,KS71,KS71,48.592098236083984,-109.2509994506836,America/Denver
42235,KS72,KS72,KS72,47.325735,-116.576457,America/Los_Angeles
42236,KS73,KS73,KS73,46.21929931640625,-116.01300048828124,America/Los_Angeles
