corridor,month,density_pct,seasonality_index,cluster_label
Seattle -> LA Basin,Nov,6.82,0.8184,summer-peak
Seattle -> LA Basin,Oct,11.36,1.3632,summer-peak
Seattle -> LA Basin,Sep,10.8,1.296,summer-peak
Seattle -> Minneapolis,Apr,8.36,1.0032,summer-peak
Seattle -> Minneapolis,Aug,11.46,1.3752,summer-peak
Seattle -> Minneapolis,Dec,4.02,0.4824,summer-peak
Seattle -> Minneapolis,Feb,5.26,0.6312,summer-peak
Seattle -> Minneapolis,Jan,4.33,0.5196,summer-peak
Seattle -> Minneapolis,Jul,10.84,1.3008,summer-peak
Seattle -> Minneapolis,Jun,10.84,1.3008,summer-peak
Seattle -> Minneapolis,Mar,5.88,0.7056,summer-peak
Seattle -> Minneapolis,May,9.91,1.1892,summer-peak
Seattle -> Minneapolis,Nov,7.43,0.8916,summer-peak
Seattle -> Minneapolis,Oct,10.53,1.2636,summer-peak
Seattle -> Minneapolis,Sep,11.15,1.338,summer-peak
Seattle -> Nashville,Apr,9.0,1.08,summer-peak
Seattle -> Nashville,Aug,10.29,1.2348,summer-peak
Seattle -> Nashville,Dec,8.68,1.0416,summer-peak
Seattle -> Nashville,Feb,4.18,0.5016,summer-peak
Seattle -> Nashville,Jan,6.11,0.7332,summer-peak
Seattle -> Nashville,Jul,10.29,1.2348,summer-peak
Seattle -> Nashville,Jun,6.43,0.7716,summer-peak
Seattle -> Nashville,Mar,6.43,0.7716,summer-peak
Seattle -> Nashville,May,13.18,1.5816,summer-peak
Seattle -> Nashville,Nov,4.5,0.54,summer-peak
Seattle -> Nashville,Oct,9.65,1.158,summer-peak
Seattle -> Nashville,Sep,11.25,1.35,summer-peak
Seattle -> New York City,Apr,6.07,0.7284,summer-peak
Seattle -> New York City,Aug,11.38,1.3656,summer-peak
Seattle -> New York City,Dec,7.91,0.9492,summer-peak
Seattle -> New York City,Feb,6.28,0.7536,summer-peak
Seattle -> New York City,Jan,6.72,0.8064,summer-peak
Seattle -> New York City,Jul,12.35,1.482,summer-peak
Seattle -> New York City,Jun,8.67,1.0404,summer-peak
Seattle -> New York City,Mar,5.74,0.6888,summer-peak
Seattle -> New York City,May,7.58,0.9096,summer-peak
Seattle -> New York City,Nov,7.15,0.858,summer-peak
Seattle -> New York City,Oct,7.58,0.9096,summer-peak
Seattle -> New York City,Sep,12.57,1.5084,summer-peak
Seattle -> Philadelphia,Apr,6.71,0.8052,summer-peak
Seattle -> Philadelphia,Aug,10.98,1.3176,summer-peak
Seattle -> Philadelphia,Dec,8.54,1.0248,summer-peak
Seattle -> Philadelphia,Feb,6.1,0.732,summer-peak
Seattle -> Philadelphia,Jan,6.71,0.8052,summer-peak
Seattle -> Philadelphia,Jul,10.37,1.2444,summer-peak
Seattle -> Philadelphia,Jun,9.15,1.098,summer-peak
Seattle -> Philadelphia,Mar,5.49,0.6588,summer-peak
Seattle -> Philadelphia,May,10.98,1.3176,summer-peak
Seattle -> Philadelphia,Nov,5.49,0.6588,summer-peak
Seattle -> Philadelphia,Oct,10.98,1.3176,summer-peak
Seattle -> Philadelphia,Sep,8.54,1.0248,summer-peak
Seattle -> Pittsburgh,Apr,4.26,0.5112,summer-peak
Seattle -> Pittsburgh,Aug,13.3,1.596,summer-peak
Seattle -> Pittsburgh,Dec,8.51,1.0212,summer-peak
Seattle -> Pittsburgh,Feb,2.13,0.2556,summer-peak
Seattle -> Pittsburgh,Jan,2.66,0.3192,summer-peak
Seattle -> Pittsburgh,Jul,9.57,1.1484,summer-peak
Seattle -> Pittsburgh,Jun,12.23,1.4676,summer-peak
Seattle -> Pittsburgh,Mar,5.85,0.702,summer-peak
Seattle -> Pittsburgh,May,12.23,1.4676,summer-peak
Seattle -> Pittsburgh,Nov,9.04,1.0848,summer-peak
Seattle -> Pittsburgh,Oct,10.11,1.2132,summer-peak
Seattle -> Pittsburgh,Sep,10.11,1.2132,summer-peak
Seattle -> St. Louis,Apr,8.46,1.0152,summer-peak
Seattle -> St. Louis,Aug,10.27,1.2324,summer-peak
Seattle -> St. Louis,Dec,6.95,0.834,summer-peak
Seattle -> St. Louis,Feb,6.95,0.834,summer-peak
Seattle -> St. Louis,Jan,5.14,0.6168,summer-peak
Seattle -> St. Louis,Jul,14.5,1.74,summer-peak
Seattle -> St. Louis,Jun,7.85,0.942,summer-peak
Seattle -> St. Louis,Mar,6.34,0.7608,summer-peak
Seattle -> St. Louis,May,7.85,0.942,summer-peak
Seattle -> St. Louis,Nov,6.04,0.7248,summer-peak
Seattle -> St. Louis,Oct,11.48,1.3776,summer-peak
Seattle -> St. Louis,Sep,8.16,0.9792,summer-peak
St. Louis -> Boston,Apr,5.59,0.6708,summer-peak
St. Louis -> Boston,Aug,15.08,1.8096,summer-peak
St. Louis -> Boston,Dec,3.35,0.402,summer-peak
St. Louis -> Boston,Feb,2.23,0.2676,summer-peak
St. Louis -> Boston,Jan,0.56,0.0672,summer-peak
St. Louis -> Boston,Jul,17.32,2.0784,summer-peak
St. Louis -> Boston,Jun,16.2,1.944,summer-peak
St. Louis -> Boston,Mar,2.23,0.2676,summer-peak
St. Louis -> Boston,May,7.82,0.9384,summer-peak
St. Louis -> Boston,Nov,5.03,0.6036,summer-peak
St. Louis -> Boston,Oct,12.85,1.542,summer-peak
St. Louis -> Boston,Sep,11.73,1.4076,summer-peak
St. Louis -> New York City,Apr,4.95,0.594,summer-peak
St. Louis -> New York City,Aug,12.64,1.5168,summer-peak
St. Louis -> New York City,Dec,3.85,0.462,summer-peak
St. Louis -> New York City,Feb,3.85,0.462,summer-peak
St. Louis -> New York City,Jan,0.55,0.066,summer-peak
St. Louis -> New York City,Jul,9.89,1.1868,summer-peak
St. Louis -> New York City,Jun,17.58,2.1096,summer-peak
St. Louis -> New York City,Mar,3.3,0.396,summer-peak
St. Louis -> New York City,May,9.34,1.1208,summer-peak
St. Louis -> New York City,Nov,3.85,0.462,summer-peak
St. Louis -> New York City,Oct,13.74,1.6488,summer-peak
St. Louis -> New York City,Sep,16.48,1.9776,summer-peak
Atlanta -> Dallas,Apr,18.6,2.232,winter-spring-peak
Atlanta -> Dallas,Aug,2.33,0.2796,winter-spring-peak
Atlanta -> Dallas,Dec,9.3,1.116,winter-spring-peak
Atlanta -> Dallas,Feb,11.63,1.3956,winter-spring-peak
Atlanta -> Dallas,Jan,9.3,1.116,winter-spring-peak
Atlanta -> Dallas,Jul,2.33,0.2796,winter-spring-peak
Atlanta -> Dallas,Jun,0.0,0.0,winter-spring-peak
Atlanta -> Dallas,Mar,9.3,1.116,winter-spring-peak
Atlanta -> Dallas,May,20.93,2.5116,winter-spring-peak
Atlanta -> Dallas,Nov,9.3,1.116,winter-spring-peak
Atlanta -> Dallas,Oct,4.65,0.558,winter-spring-peak
Atlanta -> Dallas,Sep,2.33,0.2796,winter-spring-peak
Atlanta -> San Antonio,Apr,23.16,2.7792,winter-spring-peak
Atlanta -> San Antonio,Aug,3.16,0.3792,winter-spring-peak
Atlanta -> San Antonio,Dec,4.21,0.5052,winter-spring-peak
Atlanta -> San Antonio,Feb,8.42,1.0104,winter-spring-peak
Atlanta -> San Antonio,Jan,18.95,2.274,winter-spring-peak
Atlanta -> San Antonio,Jul,1.05,0.126,winter-spring-peak
Atlanta -> San Antonio,Jun,0.0,0.0,winter-spring-peak
Atlanta -> San Antonio,Mar,10.53,1.2636,winter-spring-peak
Atlanta -> San Antonio,May,7.37,0.8844,winter-spring-peak
Atlanta -> San Antonio,Nov,12.63,1.5156,winter-spring-peak
Atlanta -> San Antonio,Oct,3.16,0.3792,winter-spring-peak
Atlanta -> San Antonio,Sep,7.37,0.8844,winter-spring-peak
Bay Area -> South Florida,Apr,8.32,0.9984,winter-spring-peak
Bay Area -> South Florida,Aug,6.24,0.7488,winter-spring-peak
Bay Area -> South Florida,Dec,10.82,1.2984,winter-spring-peak
Bay Area -> South Florida,Feb,9.99,1.1988,winter-spring-peak
Bay Area -> South Florida,Jan,11.34,1.3608,winter-spring-peak
Bay Area -> South Florida,Jul,4.79,0.5748,winter-spring-peak
Bay Area -> South Florida,Jun,5.2,0.624,winter-spring-peak
Bay Area -> South Florida,Mar,9.16,1.0992,winter-spring-peak
Bay Area -> South Florida,May,6.45,0.774,winter-spring-peak
Bay Area -> South Florida,Nov,11.24,1.3488,winter-spring-peak
Bay Area -> South Florida,Oct,10.51,1.2612,winter-spring-peak
Bay Area -> South Florida,Sep,5.93,0.7116,winter-spring-peak
Boston -> South Florida,Apr,9.4,1.128,winter-spring-peak
Boston -> South Florida,Aug,5.72,0.6864,winter-spring-peak
Boston -> South Florida,Dec,11.43,1.3716,winter-spring-peak
Boston -> South Florida,Feb,9.44,1.1328,winter-spring-peak
Boston -> South Florida,Jan,10.17,1.2204,winter-spring-peak
Boston -> South Florida,Jul,5.6,0.672,winter-spring-peak
Boston -> South Florida,Jun,5.01,0.6012,winter-spring-peak
Boston -> South Florida,Mar,10.15,1.218,winter-spring-peak
Boston -> South Florida,May,6.91,0.8292,winter-spring-peak
Boston -> South Florida,Nov,9.72,1.1664,winter-spring-peak
Boston -> South Florida,Oct,10.59,1.2708,winter-spring-peak
Boston -> South Florida,Sep,5.86,0.7032,winter-spring-peak
Charlotte -> Dallas,Apr,15.52,1.8624,winter-spring-peak
Charlotte -> Dallas,Aug,2.87,0.3444,winter-spring-peak
Charlotte -> Dallas,Dec,10.73,1.2876,winter-spring-peak
Charlotte -> Dallas,Feb,12.07,1.4484,winter-spring-peak
Charlotte -> Dallas,Jan,11.11,1.3332,winter-spring-peak
Charlotte -> Dallas,Jul,2.11,0.2532,winter-spring-peak
Charlotte -> Dallas,Jun,3.83,0.4596,winter-spring-peak
Charlotte -> Dallas,Mar,11.49,1.3788,winter-spring-peak
Charlotte -> Dallas,May,10.92,1.3104,winter-spring-peak
Charlotte -> Dallas,Nov,8.62,1.0344,winter-spring-peak
Charlotte -> Dallas,Oct,6.7,0.804,winter-spring-peak
Charlotte -> Dallas,Sep,4.02,0.4824,winter-spring-peak
Charlotte -> Houston,Apr,10.18,1.2216,winter-spring-peak
Charlotte -> Houston,Aug,1.2,0.144,winter-spring-peak
Charlotte -> Houston,Dec,8.98,1.0776,winter-spring-peak
Charlotte -> Houston,Feb,12.57,1.5084,winter-spring-peak
Charlotte -> Houston,Jan,11.98,1.4376,winter-spring-peak
Charlotte -> Houston,Jul,2.4,0.288,winter-spring-peak
Charlotte -> Houston,Jun,5.39,0.6468,winter-spring-peak
Charlotte -> Houston,Mar,14.97,1.7964,winter-spring-peak
Charlotte -> Houston,May,14.37,1.7244,winter-spring-peak
Charlotte -> Houston,Nov,9.58,1.1496,winter-spring-peak
Charlotte -> Houston,Oct,4.79,0.5748,winter-spring-peak
Charlotte -> Houston,Sep,3.59,0.4308,winter-spring-peak
Chicago -> Dallas,Apr,13.51,1.6212,winter-spring-peak
Chicago -> Dallas,Aug,8.11,0.9732,winter-spring-peak
Chicago -> Dallas,Dec,8.11,0.9732,winter-spring-peak
Chicago -> Dallas,Feb,10.81,1.2972,winter-spring-peak
Chicago -> Dallas,Jan,8.11,0.9732,winter-spring-peak
Chicago -> Dallas,Jul,0.0,0.0,winter-spring-peak
Chicago -> Dallas,Jun,8.11,0.9732,winter-spring-peak
Chicago -> Dallas,Mar,8.11,0.9732,winter-spring-peak
Chicago -> Dallas,May,13.51,1.6212,winter-spring-peak
Chicago -> Dallas,Nov,13.51,1.6212,winter-spring-peak
Chicago -> Dallas,Oct,0.0,0.0,winter-spring-peak
Chicago -> Dallas,Sep,8.11,0.9732,winter-spring-peak
Chicago -> Houston,Apr,7.25,0.87,winter-spring-peak
Chicago -> Houston,Aug,2.17,0.2604,winter-spring-peak
Chicago -> Houston,Dec,12.32,1.4784,winter-spring-peak
Chicago -> Houston,Feb,7.25,0.87,winter-spring-peak
Chicago -> Houston,Jan,17.39,2.0868,winter-spring-peak
Chicago -> Houston,Jul,5.8,0.696,winter-spring-peak
Chicago -> Houston,Jun,13.77,1.6524,winter-spring-peak
Chicago -> Houston,Mar,7.25,0.87,winter-spring-peak
Chicago -> Houston,May,13.04,1.5648,winter-spring-peak
Chicago -> Houston,Nov,7.25,0.87,winter-spring-peak
Chicago -> Houston,Oct,2.9,0.348,winter-spring-peak
Chicago -> Houston,Sep,3.62,0.4344,winter-spring-peak
Chicago -> San Antonio,Apr,16.27,1.9524,winter-spring-peak
Chicago -> San Antonio,Aug,1.91,0.2292,winter-spring-peak
Chicago -> San Antonio,Dec,10.05,1.206,winter-spring-peak
Chicago -> San Antonio,Feb,7.66,0.9192,winter-spring-peak
Chicago -> San Antonio,Jan,10.53,1.2636,winter-spring-peak
Chicago -> San Antonio,Jul,3.83,0.4596,winter-spring-peak
Chicago -> San Antonio,Jun,4.78,0.5736,winter-spring-peak
Chicago -> San Antonio,Mar,7.66,0.9192,winter-spring-peak
Chicago -> San Antonio,May,12.44,1.4928,winter-spring-peak
Chicago -> San Antonio,Nov,14.83,1.7796,winter-spring-peak
Chicago -> San Antonio,Oct,3.83,0.4596,winter-spring-peak
Chicago -> San Antonio,Sep,6.22,0.7464,winter-spring-peak
Chicago -> South Florida,Apr,8.7,1.044,winter-spring-peak
Chicago -> South Florida,Aug,4.73,0.5676,winter-spring-peak
Chicago -> South Florida,Dec,13.43,1.6116,winter-spring-peak
Chicago -> South Florida,Feb,10.4,1.248,winter-spring-peak
Chicago -> South Florida,Jan,10.75,1.29,winter-spring-peak
Chicago -> South Florida,Jul,5.11,0.6132,winter-spring-peak
Chicago -> South Florida,Jun,4.31,0.5172,winter-spring-peak
Chicago -> South Florida,Mar,11.41,1.3692,winter-spring-peak
Chicago -> South Florida,May,6.64,0.7968,winter-spring-peak
Chicago -> South Florida,Nov,10.61,1.2732,winter-spring-peak
Chicago -> South Florida,Oct,9.22,1.1064,winter-spring-peak
Chicago -> South Florida,Sep,4.7,0.564,winter-spring-peak
DMV -> Minneapolis,Apr,7.8,0.936,winter-spring-peak
DMV -> Minneapolis,Aug,7.09,0.8508,winter-spring-peak
DMV -> Minneapolis,Dec,13.48,1.6176,winter-spring-peak
DMV -> Minneapolis,Feb,9.22,1.1064,winter-spring-peak
DMV -> Minneapolis,Jan,13.48,1.6176,winter-spring-peak
DMV -> Minneapolis,Jul,5.67,0.6804,winter-spring-peak
DMV -> Minneapolis,Jun,7.8,0.936,winter-spring-peak
DMV -> Minneapolis,Mar,8.51,1.0212,winter-spring-peak
DMV -> Minneapolis,May,6.38,0.7656,winter-spring-peak
DMV -> Minneapolis,Nov,7.8,0.936,winter-spring-peak
DMV -> Minneapolis,Oct,9.93,1.1916,winter-spring-peak
DMV -> Minneapolis,Sep,2.84,0.3408,winter-spring-peak
DMV -> South Florida,Apr,6.53,0.7836,winter-spring-peak
DMV -> South Florida,Aug,1.78,0.2136,winter-spring-peak
DMV -> South Florida,Dec,14.24,1.7088,winter-spring-peak
DMV -> South Florida,Feb,12.17,1.4604,winter-spring-peak
DMV -> South Florida,Jan,27.6,3.312,winter-spring-peak
DMV -> South Florida,Jul,1.48,0.1776,winter-spring-peak
DMV -> South Florida,Jun,1.19,0.1428,winter-spring-peak
DMV -> South Florida,Mar,11.57,1.3884,winter-spring-peak
DMV -> South Florida,May,4.75,0.57,winter-spring-peak
DMV -> South Florida,Nov,12.46,1.4952,winter-spring-peak
DMV -> South Florida,Oct,3.56,0.4272,winter-spring-peak
DMV -> South Florida,Sep,2.67,0.3204,winter-spring-peak
DMV -> St. Louis,Apr,14.29,1.7148,winter-spring-peak
DMV -> St. Louis,Aug,0.0,0.0,winter-spring-peak
DMV -> St. Louis,Dec,22.45,2.694,winter-spring-peak
DMV -> St. Louis,Feb,12.24,1.4688,winter-spring-peak
DMV -> St. Louis,Jan,22.45,2.694,winter-spring-peak
DMV -> St. Louis,Jul,0.0,0.0,winter-spring-peak
DMV -> St. Louis,Jun,2.04,0.2448,winter-spring-peak
DMV -> St. Louis,Mar,4.08,0.4896,winter-spring-peak
DMV -> St. Louis,May,8.16,0.9792,winter-spring-peak
DMV -> St. Louis,Nov,10.2,1.224,winter-spring-peak
DMV -> St. Louis,Oct,4.08,0.4896,winter-spring-peak
DMV -> St. Louis,Sep,0.0,0.0,winter-spring-peak
Dallas -> Phoenix Valley,Apr,12.75,1.53,winter-spring-peak
Dallas -> Phoenix Valley,Aug,0.49,0.0588,winter-spring-peak
Dallas -> Phoenix Valley,Dec,6.37,0.7644,winter-spring-peak
Dallas -> Phoenix Valley,Feb,17.65,2.118,winter-spring-peak
Dallas -> Phoenix Valley,Jan,11.76,1.4112,winter-spring-peak
Dallas -> Phoenix Valley,Jul,0.49,0.0588,winter-spring-peak
Dallas -> Phoenix Valley,Jun,2.45,0.294,winter-spring-peak
Dallas -> Phoenix Valley,Mar,20.1,2.412,winter-spring-peak
Dallas -> Phoenix Valley,May,8.33,0.9996,winter-spring-peak
Dallas -> Phoenix Valley,Nov,12.25,1.47,winter-spring-peak
Dallas -> Phoenix Valley,Oct,5.88,0.7056,winter-spring-peak
Dallas -> Phoenix Valley,Sep,1.47,0.1764,winter-spring-peak
Denver -> South Florida,Apr,5.81,0.6972,winter-spring-peak
Denver -> South Florida,Aug,7.71,0.9252,winter-spring-peak
Denver -> South Florida,Dec,9.64,1.1568,winter-spring-peak
Denver -> South Florida,Feb,12.05,1.446,winter-spring-peak
Denver -> South Florida,Jan,12.57,1.5084,winter-spring-peak
Denver -> South Florida,Jul,6.61,0.7932,winter-spring-peak
Denver -> South Florida,Jun,4.16,0.4992,winter-spring-peak
Denver -> South Florida,Mar,18.05,2.166,winter-spring-peak
Denver -> South Florida,May,3.55,0.426,winter-spring-peak
Denver -> South Florida,Nov,5.54,0.6648,winter-spring-peak
Denver -> South Florida,Oct,7.83,0.9396,winter-spring-peak
Denver -> South Florida,Sep,6.49,0.7788,winter-spring-peak
Detroit -> Dallas,Apr,7.91,0.9492,winter-spring-peak
Detroit -> Dallas,Aug,2.82,0.3384,winter-spring-peak
Detroit -> Dallas,Dec,9.04,1.0848,winter-spring-peak
Detroit -> Dallas,Feb,11.3,1.356,winter-spring-peak
Detroit -> Dallas,Jan,14.69,1.7628,winter-spring-peak
Detroit -> Dallas,Jul,8.47,1.0164,winter-spring-peak
Detroit -> Dallas,Jun,3.95,0.474,winter-spring-peak
Detroit -> Dallas,Mar,7.34,0.8808,winter-spring-peak
Detroit -> Dallas,May,11.86,1.4232,winter-spring-peak
Detroit -> Dallas,Nov,12.43,1.4916,winter-spring-peak
Detroit -> Dallas,Oct,5.08,0.6096,winter-spring-peak
Detroit -> Dallas,Sep,5.08,0.6096,winter-spring-peak
Detroit -> South Florida,Apr,5.46,0.6552,winter-spring-peak
Detroit -> South Florida,Aug,4.3,0.516,winter-spring-peak
Detroit -> South Florida,Dec,15.63,1.8756,winter-spring-peak
Detroit -> South Florida,Feb,10.81,1.2972,winter-spring-peak
Detroit -> South Florida,Jan,12.7,1.524,winter-spring-peak
Detroit -> South Florida,Jul,5.35,0.642,winter-spring-peak
Detroit -> South Florida,Jun,3.25,0.39,winter-spring-peak
Detroit -> South Florida,Mar,10.28,1.2336,winter-spring-peak
Detroit -> South Florida,May,6.4,0.768,winter-spring-peak
Detroit -> South Florida,Nov,11.44,1.3728,winter-spring-peak
Detroit -> South Florida,Oct,8.92,1.0704,winter-spring-peak
Detroit -> South Florida,Sep,5.46,0.6552,winter-spring-peak
Houston -> Phoenix Valley,Apr,12.91,1.5492,winter-spring-peak
Houston -> Phoenix Valley,Aug,1.92,0.2304,winter-spring-peak
Houston -> Phoenix Valley,Dec,5.22,0.6264,winter-spring-peak
Houston -> Phoenix Valley,Feb,15.38,1.8456,winter-spring-peak
Houston -> Phoenix Valley,Jan,10.99,1.3188,winter-spring-peak
Houston -> Phoenix Valley,Jul,2.47,0.2964,winter-spring-peak
Houston -> Phoenix Valley,Jun,3.02,0.3624,winter-spring-peak
Houston -> Phoenix Valley,Mar,13.19,1.5828,winter-spring-peak
Houston -> Phoenix Valley,May,10.71,1.2852,winter-spring-peak
Houston -> Phoenix Valley,Nov,10.16,1.2192,winter-spring-peak
Houston -> Phoenix Valley,Oct,8.24,0.9888,winter-spring-peak
Houston -> Phoenix Valley,Sep,5.77,0.6924,winter-spring-peak
LA Basin -> Seattle,Apr,12.21,1.4652,winter-spring-peak
LA Basin -> Seattle,Aug,3.78,0.4536,winter-spring-peak
LA Basin -> Seattle,Dec,13.08,1.5696,winter-spring-peak
LA Basin -> Seattle,Feb,9.3,1.116,winter-spring-peak
LA Basin -> Seattle,Jan,18.31,2.1972,winter-spring-peak
LA Basin -> Seattle,Jul,3.2,0.384,winter-spring-peak
LA Basin -> Seattle,Jun,2.33,0.2796,winter-spring-peak
LA Basin -> Seattle,Mar,8.43,1.0116,winter-spring-peak
LA Basin -> Seattle,May,5.81,0.6972,winter-spring-peak
LA Basin -> Seattle,Nov,13.66,1.6392,winter-spring-peak
LA Basin -> Seattle,Oct,7.27,0.8724,winter-spring-peak
LA Basin -> Seattle,Sep,2.62,0.3144,winter-spring-peak
LA Basin -> South Florida,Apr,9.61,1.1532,winter-spring-peak
LA Basin -> South Florida,Aug,4.66,0.5592,winter-spring-peak
LA Basin -> South Florida,Dec,10.64,1.2768,winter-spring-peak
LA Basin -> South Florida,Feb,10.77,1.2924,winter-spring-peak
LA Basin -> South Florida,Jan,10.4,1.248,winter-spring-peak
LA Basin -> South Florida,Jul,4.21,0.5052,winter-spring-peak
LA Basin -> South Florida,Jun,5.24,0.6288,winter-spring-peak
LA Basin -> South Florida,Mar,11.76,1.4112,winter-spring-peak
LA Basin -> South Florida,May,6.39,0.7668,winter-spring-peak
LA Basin -> South Florida,Nov,11.22,1.3464,winter-spring-peak
LA Basin -> South Florida,Oct,9.08,1.0896,winter-spring-peak
LA Basin -> South Florida,Sep,6.02,0.7224,winter-spring-peak
Minneapolis -> Phoenix Valley,Apr,11.4,1.368,winter-spring-peak
Minneapolis -> Phoenix Valley,Aug,3.63,0.4356,winter-spring-peak
Minneapolis -> Phoenix Valley,Dec,8.42,1.0104,winter-spring-peak
Minneapolis -> Phoenix Valley,Feb,13.47,1.6164,winter-spring-peak
Minneapolis -> Phoenix Valley,Jan,9.07,1.0884,winter-spring-peak
Minneapolis -> Phoenix Valley,Jul,4.27,0.5124,winter-spring-peak
Minneapolis -> Phoenix Valley,Jun,4.15,0.498,winter-spring-peak
Minneapolis -> Phoenix Valley,Mar,10.36,1.2432,winter-spring-peak
Minneapolis -> Phoenix Valley,May,9.33,1.1196,winter-spring-peak
Minneapolis -> Phoenix Valley,Nov,11.01,1.3212,winter-spring-peak
Minneapolis -> Phoenix Valley,Oct,10.23,1.2276,winter-spring-peak
Minneapolis -> Phoenix Valley,Sep,4.66,0.5592,winter-spring-peak
Minneapolis -> San Antonio,Apr,10.17,1.2204,winter-spring-peak
Minneapolis -> San Antonio,Aug,3.39,0.4068,winter-spring-peak
Minneapolis -> San Antonio,Dec,6.78,0.8136,winter-spring-peak
Minneapolis -> San Antonio,Feb,11.86,1.4232,winter-spring-peak
Minneapolis -> San Antonio,Jan,8.47,1.0164,winter-spring-peak
Minneapolis -> San Antonio,Jul,3.39,0.4068,winter-spring-peak
Minneapolis -> San Antonio,Jun,6.78,0.8136,winter-spring-peak
Minneapolis -> San Antonio,Mar,6.78,0.8136,winter-spring-peak
Minneapolis -> San Antonio,May,13.56,1.6272,winter-spring-peak
Minneapolis -> San Antonio,Nov,18.64,2.2368,winter-spring-peak
Minneapolis -> San Antonio,Oct,6.78,0.8136,winter-spring-peak
Minneapolis -> San Antonio,Sep,3.39,0.4068,winter-spring-peak
Minneapolis -> South Florida,Apr,8.87,1.0644,winter-spring-peak
Minneapolis -> South Florida,Aug,4.67,0.5604,winter-spring-peak
Minneapolis -> South Florida,Dec,14.74,1.7688,winter-spring-peak
Minneapolis -> South Florida,Feb,11.47,1.3764,winter-spring-peak
Minneapolis -> South Florida,Jan,10.74,1.2888,winter-spring-peak
Minneapolis -> South Florida,Jul,5.07,0.6084,winter-spring-peak
Minneapolis -> South Florida,Jun,5.34,0.6408,winter-spring-peak
Minneapolis -> South Florida,Mar,10.07,1.2084,winter-spring-peak
Minneapolis -> South Florida,May,7.34,0.8808,winter-spring-peak
Minneapolis -> South Florida,Nov,10.14,1.2168,winter-spring-peak
Minneapolis -> South Florida,Oct,6.87,0.8244,winter-spring-peak
Minneapolis -> South Florida,Sep,4.67,0.5604,winter-spring-peak
New York City -> Atlanta,Apr,3.6,0.432,winter-spring-peak
New York City -> Atlanta,Aug,1.8,0.216,winter-spring-peak
New York City -> Atlanta,Dec,13.51,1.6212,winter-spring-peak
New York City -> Atlanta,Feb,16.22,1.9464,winter-spring-peak
New York City -> Atlanta,Jan,18.02,2.1624,winter-spring-peak
New York City -> Atlanta,Jul,3.6,0.432,winter-spring-peak
New York City -> Atlanta,Jun,4.5,0.54,winter-spring-peak
New York City -> Atlanta,Mar,7.21,0.8652,winter-spring-peak
New York City -> Atlanta,May,10.81,1.2972,winter-spring-peak
New York City -> Atlanta,Nov,10.81,1.2972,winter-spring-peak
New York City -> Atlanta,Oct,4.5,0.54,winter-spring-peak
New York City -> Atlanta,Sep,5.41,0.6492,winter-spring-peak
New York City -> Nashville,Apr,8.74,1.0488,winter-spring-peak
New York City -> Nashville,Aug,7.77,0.9324,winter-spring-peak
New York City -> Nashville,Dec,16.5,1.98,winter-spring-peak
New York City -> Nashville,Feb,10.68,1.2816,winter-spring-peak
New York City -> Nashville,Jan,12.62,1.5144,winter-spring-peak
New York City -> Nashville,Jul,4.85,0.582,winter-spring-peak
New York City -> Nashville,Jun,3.88,0.4656,winter-spring-peak
New York City -> Nashville,Mar,4.85,0.582,winter-spring-peak
New York City -> Nashville,May,10.68,1.2816,winter-spring-peak
New York City -> Nashville,Nov,13.59,1.6308,winter-spring-peak
New York City -> Nashville,Oct,2.91,0.3492,winter-spring-peak
New York City -> Nashville,Sep,2.91,0.3492,winter-spring-peak
New York City -> North Florida,Apr,8.64,1.0368,winter-spring-peak
New York City -> North Florida,Aug,5.24,0.6288,winter-spring-peak
New York City -> North Florida,Dec,13.03,1.5636,winter-spring-peak
New York City -> North Florida,Feb,10.62,1.2744,winter-spring-peak
New York City -> North Florida,Jan,13.31,1.5972,winter-spring-peak
New York City -> North Florida,Jul,3.97,0.4764,winter-spring-peak
New York City -> North Florida,Jun,5.24,0.6288,winter-spring-peak
New York City -> North Florida,Mar,10.62,1.2744,winter-spring-peak
New York City -> North Florida,May,7.65,0.918,winter-spring-peak
New York City -> North Florida,Nov,6.52,0.7824,winter-spring-peak
New York City -> North Florida,Oct,6.8,0.816,winter-spring-peak
New York City -> North Florida,Sep,8.36,1.0032,winter-spring-peak
New York City -> South Florida,Apr,8.93,1.0716,winter-spring-peak
New York City -> South Florida,Aug,2.99,0.3588,winter-spring-peak
New York City -> South Florida,Dec,16.09,1.9308,winter-spring-peak
New York City -> South Florida,Feb,11.45,1.374,winter-spring-peak
New York City -> South Florida,Jan,13.46,1.6152,winter-spring-peak
New York City -> South Florida,Jul,2.61,0.3132,winter-spring-peak
New York City -> South Florida,Jun,3.04,0.3648,winter-spring-peak
New York City -> South Florida,Mar,10.47,1.2564,winter-spring-peak
New York City -> South Florida,May,7.1,0.852,winter-spring-peak
New York City -> South Florida,Nov,10.55,1.266,winter-spring-peak
New York City -> South Florida,Oct,7.74,0.9288,winter-spring-peak
New York City -> South Florida,Sep,5.57,0.6684,winter-spring-peak
North Florida -> Chicago,Apr,8.06,0.9672,winter-spring-peak
North Florida -> Chicago,Aug,5.13,0.6156,winter-spring-peak
North Florida -> Chicago,Dec,11.36,1.3632,winter-spring-peak
North Florida -> Chicago,Feb,9.52,1.1424,winter-spring-peak
