corridor,month,density_pct,cluster_label,slab,intensity
LA Basin -> Pittsburgh,Jul,7.81,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Jun,9.04,multi-peak-directional,9%-12%,3
LA Basin -> Pittsburgh,Mar,9.04,multi-peak-directional,9%-12%,3
LA Basin -> Pittsburgh,May,8.58,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Nov,6.74,multi-peak-directional,6%-9%,2
LA Basin -> Pittsburgh,Oct,11.94,multi-peak-directional,9%-12%,3
LA Basin -> Pittsburgh,Sep,8.42,multi-peak-directional,6%-9%,2
LA Basin -> St. Louis,Apr,8.41,multi-peak-directional,6%-9%,2
LA Basin -> St. Louis,Aug,9.68,multi-peak-directional,9%-12%,3
LA Basin -> St. Louis,Dec,9.33,multi-peak-directional,9%-12%,3
LA Basin -> St. Louis,Feb,4.95,multi-peak-directional,4%-6%,1
LA Basin -> St. Louis,Jan,8.18,multi-peak-directional,6%-9%,2
LA Basin -> St. Louis,Jul,7.37,multi-peak-directional,6%-9%,2
LA Basin -> St. Louis,Jun,8.06,multi-peak-directional,6%-9%,2
LA Basin -> St. Louis,Mar,7.26,multi-peak-directional,6%-9%,2
LA Basin -> St. Louis,May,9.33,multi-peak-directional,9%-12%,3
LA Basin -> St. Louis,Nov,9.91,multi-peak-directional,9%-12%,3
LA Basin -> St. Louis,Oct,9.33,multi-peak-directional,9%-12%,3
LA Basin -> St. Louis,Sep,8.18,multi-peak-directional,6%-9%,2
Minneapolis -> Houston,Apr,12.71,multi-peak-directional,12%-15%,4
Minneapolis -> Houston,Aug,8.47,multi-peak-directional,6%-9%,2
Minneapolis -> Houston,Dec,3.39,multi-peak-directional,< 4%,0
Minneapolis -> Houston,Feb,6.78,multi-peak-directional,6%-9%,2
Minneapolis -> Houston,Jan,2.54,multi-peak-directional,< 4%,0
Minneapolis -> Houston,Jul,9.32,multi-peak-directional,9%-12%,3
Minneapolis -> Houston,Jun,7.63,multi-peak-directional,6%-9%,2
Minneapolis -> Houston,Mar,2.54,multi-peak-directional,< 4%,0
Minneapolis -> Houston,May,11.86,multi-peak-directional,9%-12%,3
Minneapolis -> Houston,Nov,11.02,multi-peak-directional,9%-12%,3
Minneapolis -> Houston,Oct,13.56,multi-peak-directional,12%-15%,4
Minneapolis -> Houston,Sep,10.17,multi-peak-directional,9%-12%,3
Minneapolis -> LA Basin,Apr,7.59,multi-peak-directional,6%-9%,2
Minneapolis -> LA Basin,Aug,7.22,multi-peak-directional,6%-9%,2
Minneapolis -> LA Basin,Dec,7.97,multi-peak-directional,6%-9%,2
Minneapolis -> LA Basin,Feb,9.43,multi-peak-directional,9%-12%,3
Minneapolis -> LA Basin,Jan,7.91,multi-peak-directional,6%-9%,2
Minneapolis -> LA Basin,Jul,7.41,multi-peak-directional,6%-9%,2
Minneapolis -> LA Basin,Jun,7.53,multi-peak-directional,6%-9%,2
Minneapolis -> LA Basin,Mar,8.61,multi-peak-directional,6%-9%,2
Minneapolis -> LA Basin,May,9.62,multi-peak-directional,9%-12%,3
Minneapolis -> LA Basin,Nov,9.94,multi-peak-directional,9%-12%,3
Minneapolis -> LA Basin,Oct,9.24,multi-peak-directional,9%-12%,3
Minneapolis -> LA Basin,Sep,7.53,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Apr,6.14,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Aug,6.91,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Dec,6.91,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Feb,8.95,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Jan,6.14,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Jul,9.97,multi-peak-directional,9%-12%,3
Minneapolis -> North Florida,Jun,11.25,multi-peak-directional,9%-12%,3
Minneapolis -> North Florida,Mar,8.44,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,May,10.74,multi-peak-directional,9%-12%,3
Minneapolis -> North Florida,Nov,7.93,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Oct,8.18,multi-peak-directional,6%-9%,2
Minneapolis -> North Florida,Sep,8.44,multi-peak-directional,6%-9%,2
Nashville -> Bay Area,Apr,5.63,multi-peak-directional,4%-6%,1
Nashville -> Bay Area,Aug,5.88,multi-peak-directional,4%-6%,1
Nashville -> Bay Area,Dec,7.93,multi-peak-directional,6%-9%,2
Nashville -> Bay Area,Feb,8.18,multi-peak-directional,6%-9%,2
Nashville -> Bay Area,Jan,6.39,multi-peak-directional,6%-9%,2
Nashville -> Bay Area,Jul,10.74,multi-peak-directional,9%-12%,3
Nashville -> Bay Area,Jun,9.21,multi-peak-directional,9%-12%,3
Nashville -> Bay Area,Mar,6.39,multi-peak-directional,6%-9%,2
Nashville -> Bay Area,May,11.51,multi-peak-directional,9%-12%,3
Nashville -> Bay Area,Nov,8.18,multi-peak-directional,6%-9%,2
Nashville -> Bay Area,Oct,9.97,multi-peak-directional,9%-12%,3
Nashville -> Bay Area,Sep,9.97,multi-peak-directional,9%-12%,3
Nashville -> LA Basin,Apr,8.53,multi-peak-directional,6%-9%,2
Nashville -> LA Basin,Aug,6.97,multi-peak-directional,6%-9%,2
Nashville -> LA Basin,Dec,9.08,multi-peak-directional,9%-12%,3
Nashville -> LA Basin,Feb,7.06,multi-peak-directional,6%-9%,2
Nashville -> LA Basin,Jan,7.25,multi-peak-directional,6%-9%,2
Nashville -> LA Basin,Jul,6.33,multi-peak-directional,6%-9%,2
Nashville -> LA Basin,Jun,6.15,multi-peak-directional,6%-9%,2
Nashville -> LA Basin,Mar,6.97,multi-peak-directional,6%-9%,2
Nashville -> LA Basin,May,10.55,multi-peak-directional,9%-12%,3
Nashville -> LA Basin,Nov,10.92,multi-peak-directional,9%-12%,3
Nashville -> LA Basin,Oct,10.46,multi-peak-directional,9%-12%,3
Nashville -> LA Basin,Sep,9.72,multi-peak-directional,9%-12%,3
Nashville -> Phoenix Valley,Apr,9.89,multi-peak-directional,9%-12%,3
Nashville -> Phoenix Valley,Aug,3.02,multi-peak-directional,< 4%,0
Nashville -> Phoenix Valley,Dec,7.14,multi-peak-directional,6%-9%,2
Nashville -> Phoenix Valley,Feb,9.34,multi-peak-directional,9%-12%,3
Nashville -> Phoenix Valley,Jan,7.69,multi-peak-directional,6%-9%,2
Nashville -> Phoenix Valley,Jul,3.85,multi-peak-directional,< 4%,0
Nashville -> Phoenix Valley,Jun,4.95,multi-peak-directional,4%-6%,1
Nashville -> Phoenix Valley,Mar,11.54,multi-peak-directional,9%-12%,3
Nashville -> Phoenix Valley,May,13.74,multi-peak-directional,12%-15%,4
Nashville -> Phoenix Valley,Nov,8.24,multi-peak-directional,6%-9%,2
Nashville -> Phoenix Valley,Oct,10.99,multi-peak-directional,9%-12%,3
Nashville -> Phoenix Valley,Sep,9.62,multi-peak-directional,9%-12%,3
New York City -> Bay Area,Apr,6.27,multi-peak-directional,6%-9%,2
New York City -> Bay Area,Aug,9.19,multi-peak-directional,9%-12%,3
New York City -> Bay Area,Dec,7.79,multi-peak-directional,6%-9%,2
New York City -> Bay Area,Feb,4.75,multi-peak-directional,4%-6%,1
New York City -> Bay Area,Jan,6.15,multi-peak-directional,6%-9%,2
New York City -> Bay Area,Jul,7.73,multi-peak-directional,6%-9%,2
New York City -> Bay Area,Jun,9.68,multi-peak-directional,9%-12%,3
New York City -> Bay Area,Mar,5.54,multi-peak-directional,4%-6%,1
New York City -> Bay Area,May,9.43,multi-peak-directional,9%-12%,3
New York City -> Bay Area,Nov,9.01,multi-peak-directional,9%-12%,3
New York City -> Bay Area,Oct,12.72,multi-peak-directional,12%-15%,4
New York City -> Bay Area,Sep,11.75,multi-peak-directional,9%-12%,3
New York City -> Dallas,Apr,8.43,multi-peak-directional,6%-9%,2
New York City -> Dallas,Aug,7.73,multi-peak-directional,6%-9%,2
New York City -> Dallas,Dec,10.79,multi-peak-directional,9%-12%,3
New York City -> Dallas,Feb,5.64,multi-peak-directional,4%-6%,1
New York City -> Dallas,Jan,6.55,multi-peak-directional,6%-9%,2
New York City -> Dallas,Jul,7.12,multi-peak-directional,6%-9%,2
New York City -> Dallas,Jun,8.13,multi-peak-directional,6%-9%,2
New York City -> Dallas,Mar,6.64,multi-peak-directional,6%-9%,2
New York City -> Dallas,May,8.74,multi-peak-directional,6%-9%,2
New York City -> Dallas,Nov,9.48,multi-peak-directional,9%-12%,3
New York City -> Dallas,Oct,9.7,multi-peak-directional,9%-12%,3
New York City -> Dallas,Sep,11.05,multi-peak-directional,9%-12%,3
New York City -> Houston,Apr,6.99,multi-peak-directional,6%-9%,2
New York City -> Houston,Aug,6.28,multi-peak-directional,6%-9%,2
New York City -> Houston,Dec,9.51,multi-peak-directional,9%-12%,3
New York City -> Houston,Feb,9.27,multi-peak-directional,9%-12%,3
New York City -> Houston,Jan,5.81,multi-peak-directional,4%-6%,1
New York City -> Houston,Jul,6.13,multi-peak-directional,6%-9%,2
New York City -> Houston,Jun,8.41,multi-peak-directional,6%-9%,2
New York City -> Houston,Mar,7.38,multi-peak-directional,6%-9%,2
New York City -> Houston,May,10.53,multi-peak-directional,9%-12%,3
New York City -> Houston,Nov,10.68,multi-peak-directional,9%-12%,3
New York City -> Houston,Oct,9.51,multi-peak-directional,9%-12%,3
New York City -> Houston,Sep,9.51,multi-peak-directional,9%-12%,3
New York City -> LA Basin,Apr,8.77,multi-peak-directional,6%-9%,2
New York City -> LA Basin,Aug,7.9,multi-peak-directional,6%-9%,2
New York City -> LA Basin,Dec,8.04,multi-peak-directional,6%-9%,2
New York City -> LA Basin,Feb,6.4,multi-peak-directional,6%-9%,2
New York City -> LA Basin,Jan,7.03,multi-peak-directional,6%-9%,2
New York City -> LA Basin,Jul,7.21,multi-peak-directional,6%-9%,2
New York City -> LA Basin,Jun,8.56,multi-peak-directional,6%-9%,2
New York City -> LA Basin,Mar,7.31,multi-peak-directional,6%-9%,2
New York City -> LA Basin,May,9.4,multi-peak-directional,9%-12%,3
New York City -> LA Basin,Nov,9.05,multi-peak-directional,9%-12%,3
New York City -> LA Basin,Oct,11.21,multi-peak-directional,9%-12%,3
New York City -> LA Basin,Sep,9.12,multi-peak-directional,9%-12%,3
New York City -> Minneapolis,Apr,7.1,multi-peak-directional,6%-9%,2
New York City -> Minneapolis,Aug,6.22,multi-peak-directional,6%-9%,2
New York City -> Minneapolis,Dec,12.65,multi-peak-directional,12%-15%,4
New York City -> Minneapolis,Feb,7.88,multi-peak-directional,6%-9%,2
New York City -> Minneapolis,Jan,7.55,multi-peak-directional,6%-9%,2
New York City -> Minneapolis,Jul,8.1,multi-peak-directional,6%-9%,2
New York City -> Minneapolis,Jun,8.55,multi-peak-directional,6%-9%,2
New York City -> Minneapolis,Mar,5.33,multi-peak-directional,4%-6%,1
New York City -> Minneapolis,May,9.1,multi-peak-directional,9%-12%,3
New York City -> Minneapolis,Nov,10.43,multi-peak-directional,9%-12%,3
New York City -> Minneapolis,Oct,10.1,multi-peak-directional,9%-12%,3
New York City -> Minneapolis,Sep,6.99,multi-peak-directional,6%-9%,2
New York City -> Phoenix Valley,Apr,7.75,multi-peak-directional,6%-9%,2
New York City -> Phoenix Valley,Aug,6.18,multi-peak-directional,6%-9%,2
New York City -> Phoenix Valley,Dec,11.12,multi-peak-directional,9%-12%,3
New York City -> Phoenix Valley,Feb,7.64,multi-peak-directional,6%-9%,2
New York City -> Phoenix Valley,Jan,5.96,multi-peak-directional,4%-6%,1
New York City -> Phoenix Valley,Jul,5.28,multi-peak-directional,4%-6%,1
New York City -> Phoenix Valley,Jun,4.94,multi-peak-directional,4%-6%,1
New York City -> Phoenix Valley,Mar,11.57,multi-peak-directional,9%-12%,3
New York City -> Phoenix Valley,May,9.33,multi-peak-directional,9%-12%,3
New York City -> Phoenix Valley,Nov,11.57,multi-peak-directional,9%-12%,3
New York City -> Phoenix Valley,Oct,8.88,multi-peak-directional,6%-9%,2
New York City -> Phoenix Valley,Sep,9.78,multi-peak-directional,9%-12%,3
New York City -> San Antonio,Apr,8.9,multi-peak-directional,6%-9%,2
New York City -> San Antonio,Aug,7.2,multi-peak-directional,6%-9%,2
New York City -> San Antonio,Dec,10.17,multi-peak-directional,9%-12%,3
New York City -> San Antonio,Feb,5.3,multi-peak-directional,4%-6%,1
New York City -> San Antonio,Jan,6.36,multi-peak-directional,6%-9%,2
New York City -> San Antonio,Jul,4.66,multi-peak-directional,4%-6%,1
New York City -> San Antonio,Jun,8.16,multi-peak-directional,6%-9%,2
New York City -> San Antonio,Mar,7.2,multi-peak-directional,6%-9%,2
New York City -> San Antonio,May,7.73,multi-peak-directional,6%-9%,2
New York City -> San Antonio,Nov,9.96,multi-peak-directional,9%-12%,3
New York City -> San Antonio,Oct,13.98,multi-peak-directional,12%-15%,4
New York City -> San Antonio,Sep,10.38,multi-peak-directional,9%-12%,3
New York City -> St. Louis,Apr,9.1,multi-peak-directional,9%-12%,3
New York City -> St. Louis,Aug,5.61,multi-peak-directional,4%-6%,1
New York City -> St. Louis,Dec,11.84,multi-peak-directional,9%-12%,3
New York City -> St. Louis,Feb,8.19,multi-peak-directional,6%-9%,2
New York City -> St. Louis,Jan,9.86,multi-peak-directional,9%-12%,3
New York City -> St. Louis,Jul,6.22,multi-peak-directional,6%-9%,2
New York City -> St. Louis,Jun,6.37,multi-peak-directional,6%-9%,2
New York City -> St. Louis,Mar,6.53,multi-peak-directional,6%-9%,2
New York City -> St. Louis,May,8.19,multi-peak-directional,6%-9%,2
New York City -> St. Louis,Nov,9.1,multi-peak-directional,9%-12%,3
New York City -> St. Louis,Oct,10.47,multi-peak-directional,9%-12%,3
New York City -> St. Louis,Sep,8.5,multi-peak-directional,6%-9%,2
North Florida -> Bay Area,Apr,6.88,multi-peak-directional,6%-9%,2
North Florida -> Bay Area,Aug,7.45,multi-peak-directional,6%-9%,2
North Florida -> Bay Area,Dec,4.87,multi-peak-directional,4%-6%,1
North Florida -> Bay Area,Feb,6.59,multi-peak-directional,6%-9%,2
North Florida -> Bay Area,Jan,10.6,multi-peak-directional,9%-12%,3
North Florida -> Bay Area,Jul,8.02,multi-peak-directional,6%-9%,2
North Florida -> Bay Area,Jun,6.59,multi-peak-directional,6%-9%,2
North Florida -> Bay Area,Mar,10.32,multi-peak-directional,9%-12%,3
North Florida -> Bay Area,May,9.17,multi-peak-directional,9%-12%,3
North Florida -> Bay Area,Nov,12.89,multi-peak-directional,12%-15%,4
North Florida -> Bay Area,Oct,9.46,multi-peak-directional,9%-12%,3
North Florida -> Bay Area,Sep,7.16,multi-peak-directional,6%-9%,2
North Florida -> Detroit,Apr,0.0,multi-peak-directional,< 4%,0
North Florida -> Detroit,Aug,6.82,multi-peak-directional,6%-9%,2
North Florida -> Detroit,Dec,13.64,multi-peak-directional,12%-15%,4
North Florida -> Detroit,Feb,6.82,multi-peak-directional,6%-9%,2
North Florida -> Detroit,Jan,2.27,multi-peak-directional,< 4%,0
North Florida -> Detroit,Jul,6.82,multi-peak-directional,6%-9%,2
North Florida -> Detroit,Jun,6.82,multi-peak-directional,6%-9%,2
North Florida -> Detroit,Mar,11.36,multi-peak-directional,9%-12%,3
North Florida -> Detroit,May,11.36,multi-peak-directional,9%-12%,3
North Florida -> Detroit,Nov,18.18,multi-peak-directional,> 15%,5
North Florida -> Detroit,Oct,13.64,multi-peak-directional,12%-15%,4
North Florida -> Detroit,Sep,2.27,multi-peak-directional,< 4%,0
North Florida -> LA Basin,Apr,10.06,multi-peak-directional,9%-12%,3
North Florida -> LA Basin,Aug,5.5,multi-peak-directional,4%-6%,1
North Florida -> LA Basin,Dec,10.37,multi-peak-directional,9%-12%,3
North Florida -> LA Basin,Feb,8.61,multi-peak-directional,6%-9%,2
North Florida -> LA Basin,Jan,7.57,multi-peak-directional,6%-9%,2
North Florida -> LA Basin,Jul,6.64,multi-peak-directional,6%-9%,2
North Florida -> LA Basin,Jun,7.26,multi-peak-directional,6%-9%,2
North Florida -> LA Basin,Mar,10.17,multi-peak-directional,9%-12%,3
North Florida -> LA Basin,May,8.2,multi-peak-directional,6%-9%,2
North Florida -> LA Basin,Nov,9.02,multi-peak-directional,9%-12%,3
North Florida -> LA Basin,Oct,9.34,multi-peak-directional,9%-12%,3
North Florida -> LA Basin,Sep,7.26,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Apr,8.14,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Aug,5.59,multi-peak-directional,4%-6%,1
North Florida -> Minneapolis,Dec,7.29,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Feb,8.64,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Jan,9.15,multi-peak-directional,9%-12%,3
North Florida -> Minneapolis,Jul,7.12,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Jun,8.98,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Mar,11.19,multi-peak-directional,9%-12%,3
North Florida -> Minneapolis,May,6.95,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Nov,11.02,multi-peak-directional,9%-12%,3
North Florida -> Minneapolis,Oct,8.64,multi-peak-directional,6%-9%,2
North Florida -> Minneapolis,Sep,7.29,multi-peak-directional,6%-9%,2
North Florida -> New York City,Apr,10.48,multi-peak-directional,9%-12%,3
North Florida -> New York City,Aug,6.59,multi-peak-directional,6%-9%,2
North Florida -> New York City,Dec,8.38,multi-peak-directional,6%-9%,2
North Florida -> New York City,Feb,5.99,multi-peak-directional,4%-6%,1
North Florida -> New York City,Jan,2.69,multi-peak-directional,< 4%,0
North Florida -> New York City,Jul,9.88,multi-peak-directional,9%-12%,3
North Florida -> New York City,Jun,11.98,multi-peak-directional,9%-12%,3
North Florida -> New York City,Mar,7.78,multi-peak-directional,6%-9%,2
North Florida -> New York City,May,13.17,multi-peak-directional,12%-15%,4
North Florida -> New York City,Nov,6.59,multi-peak-directional,6%-9%,2
North Florida -> New York City,Oct,10.18,multi-peak-directional,9%-12%,3
North Florida -> New York City,Sep,6.29,multi-peak-directional,6%-9%,2
Philadelphia -> Bay Area,Apr,9.52,multi-peak-directional,9%-12%,3
Philadelphia -> Bay Area,Aug,7.36,multi-peak-directional,6%-9%,2
Philadelphia -> Bay Area,Dec,6.93,multi-peak-directional,6%-9%,2
Philadelphia -> Bay Area,Feb,3.9,multi-peak-directional,< 4%,0
Philadelphia -> Bay Area,Jan,8.66,multi-peak-directional,6%-9%,2
Philadelphia -> Bay Area,Jul,6.06,multi-peak-directional,6%-9%,2
Philadelphia -> Bay Area,Jun,11.26,multi-peak-directional,9%-12%,3
Philadelphia -> Bay Area,Mar,6.06,multi-peak-directional,6%-9%,2
Philadelphia -> Bay Area,May,9.96,multi-peak-directional,9%-12%,3
Philadelphia -> Bay Area,Nov,9.96,multi-peak-directional,9%-12%,3
Philadelphia -> Bay Area,Oct,9.09,multi-peak-directional,9%-12%,3
Philadelphia -> Bay Area,Sep,11.26,multi-peak-directional,9%-12%,3
Philadelphia -> Dallas,Apr,10.38,multi-peak-directional,9%-12%,3
Philadelphia -> Dallas,Aug,5.51,multi-peak-directional,4%-6%,1
Philadelphia -> Dallas,Dec,6.36,multi-peak-directional,6%-9%,2
Philadelphia -> Dallas,Feb,9.96,multi-peak-directional,9%-12%,3
Philadelphia -> Dallas,Jan,6.99,multi-peak-directional,6%-9%,2
Philadelphia -> Dallas,Jul,7.63,multi-peak-directional,6%-9%,2
Philadelphia -> Dallas,Jun,7.63,multi-peak-directional,6%-9%,2
Philadelphia -> Dallas,Mar,6.14,multi-peak-directional,6%-9%,2
Philadelphia -> Dallas,May,7.2,multi-peak-directional,6%-9%,2
Philadelphia -> Dallas,Nov,10.38,multi-peak-directional,9%-12%,3
Philadelphia -> Dallas,Oct,10.17,multi-peak-directional,9%-12%,3
Philadelphia -> Dallas,Sep,11.65,multi-peak-directional,9%-12%,3
Philadelphia -> Houston,Apr,9.13,multi-peak-directional,9%-12%,3
Philadelphia -> Houston,Aug,5.16,multi-peak-directional,4%-6%,1
Philadelphia -> Houston,Dec,8.33,multi-peak-directional,6%-9%,2
Philadelphia -> Houston,Feb,16.27,multi-peak-directional,> 15%,5
Philadelphia -> Houston,Jan,7.54,multi-peak-directional,6%-9%,2
Philadelphia -> Houston,Jul,6.35,multi-peak-directional,6%-9%,2
Philadelphia -> Houston,Jun,5.16,multi-peak-directional,4%-6%,1
Philadelphia -> Houston,Mar,5.95,multi-peak-directional,4%-6%,1
Philadelphia -> Houston,May,10.32,multi-peak-directional,9%-12%,3
Philadelphia -> Houston,Nov,7.14,multi-peak-directional,6%-9%,2
Philadelphia -> Houston,Oct,10.71,multi-peak-directional,9%-12%,3
Philadelphia -> Houston,Sep,7.94,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,Apr,8.93,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,Aug,8.93,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,Dec,7.63,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,Feb,5.45,multi-peak-directional,4%-6%,1
Philadelphia -> LA Basin,Jan,5.66,multi-peak-directional,4%-6%,1
Philadelphia -> LA Basin,Jul,8.06,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,Jun,7.84,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,Mar,7.41,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,May,9.59,multi-peak-directional,9%-12%,3
Philadelphia -> LA Basin,Nov,8.93,multi-peak-directional,6%-9%,2
Philadelphia -> LA Basin,Oct,12.42,multi-peak-directional,12%-15%,4
Philadelphia -> LA Basin,Sep,9.15,multi-peak-directional,9%-12%,3
Philadelphia -> Minneapolis,Apr,8.49,multi-peak-directional,6%-9%,2
Philadelphia -> Minneapolis,Aug,6.6,multi-peak-directional,6%-9%,2
Philadelphia -> Minneapolis,Dec,8.49,multi-peak-directional,6%-9%,2
Philadelphia -> Minneapolis,Feb,7.55,multi-peak-directional,6%-9%,2
Philadelphia -> Minneapolis,Jan,8.49,multi-peak-directional,6%-9%,2
Philadelphia -> Minneapolis,Jul,6.6,multi-peak-directional,6%-9%,2
Philadelphia -> Minneapolis,Jun,5.66,multi-peak-directional,4%-6%,1
Philadelphia -> Minneapolis,Mar,10.38,multi-peak-directional,9%-12%,3
Philadelphia -> Minneapolis,May,7.55,multi-peak-directional,6%-9%,2
Philadelphia -> Minneapolis,Nov,11.32,multi-peak-directional,9%-12%,3
Philadelphia -> Minneapolis,Oct,12.26,multi-peak-directional,12%-15%,4
Philadelphia -> Minneapolis,Sep,6.6,multi-peak-directional,6%-9%,2
Philadelphia -> Phoenix Valley,Apr,10.13,multi-peak-directional,9%-12%,3
Philadelphia -> Phoenix Valley,Aug,6.96,multi-peak-directional,6%-9%,2
Philadelphia -> Phoenix Valley,Dec,10.13,multi-peak-directional,9%-12%,3
Philadelphia -> Phoenix Valley,Feb,7.59,multi-peak-directional,6%-9%,2
Philadelphia -> Phoenix Valley,Jan,10.13,multi-peak-directional,9%-12%,3
Philadelphia -> Phoenix Valley,Jul,2.53,multi-peak-directional,< 4%,0
Philadelphia -> Phoenix Valley,Jun,5.06,multi-peak-directional,4%-6%,1
Philadelphia -> Phoenix Valley,Mar,10.13,multi-peak-directional,9%-12%,3
Philadelphia -> Phoenix Valley,May,5.7,multi-peak-directional,4%-6%,1
Philadelphia -> Phoenix Valley,Nov,7.59,multi-peak-directional,6%-9%,2
Philadelphia -> Phoenix Valley,Oct,15.19,multi-peak-directional,> 15%,5
Philadelphia -> Phoenix Valley,Sep,8.86,multi-peak-directional,6%-9%,2
Philadelphia -> San Antonio,Apr,5.06,multi-peak-directional,4%-6%,1
Philadelphia -> San Antonio,Aug,4.49,multi-peak-directional,4%-6%,1
Philadelphia -> San Antonio,Dec,7.3,multi-peak-directional,6%-9%,2
Philadelphia -> San Antonio,Feb,8.43,multi-peak-directional,6%-9%,2
Philadelphia -> San Antonio,Jan,5.06,multi-peak-directional,4%-6%,1
